name,syd_n_de_dossier_cegid,syd_naf,syd_forme_juridique_sirene,syd_activite,syd_premiere_date_de_signature,syd_total_salaries,accountid
SAINT JOSEPH,01420,6820B,SCI,,2003-05-13,0,75BFBF7D-B4E7-EB11-BACB-0022489B9951
GESLIN PHILIPPE,01430,8552Z,IND,Enseignement culturel,2003-06-23,0,F922C68A-B4E7-EB11-BACB-0022489B9951
CAVAL DIDIER,01440,4540z,IND,,2003-08-01,0,5B9ECB9C-B4E7-EB11-BACB-0022489B9951
ELATA,01453,6420Z,SARL,,,0,A45AE2A8-B4E7-EB11-BACB-0022489B9951
BACRIE,01454,741J,EURL,,,0,77CFE1AE-B4E7-EB11-BACB-0022489B9951
LOIRE ELEC,01466,4321A,EURL,Travaux d'installation électrique dans tous locaux,2003-11-03,0,710205B5-B4E7-EB11-BACB-0022489B9951
LA ROSETTE,01476,6820A,SCI,Location de logements,2003-12-04,0,CFA32FC3-B4E7-EB11-BACB-0022489B9951
HICAM,01484,6420Z,SAS,Activités des sociétés holding,,0,091841C9-B4E7-EB11-BACB-0022489B9951
CAFE CREME,01487,5610A,SARL,,2004-01-06,0,ED4D41D1-B4E7-EB11-BACB-0022489B9951
ASSO.COMMERCANTS ST SERGE,01489,9499Z,ASS,,2004-01-15,0,7A4E41D1-B4E7-EB11-BACB-0022489B9951
BROSSE,01496,8551Z,IND,Enseignement de disciplines sportives et d'activités de loisirs,2004-01-30,0,F4A542DD-B4E7-EB11-BACB-0022489B9951
IMMOGIL,01497,6820B,SCI,Location de terrains et d'autres biens immobiliers,2004-02-03,0,BEA642DD-B4E7-EB11-BACB-0022489B9951
B.C.E.C.,01505,702C,SCI,,2004-02-05,0,A6A154E9-B4E7-EB11-BACB-0022489B9951
MENWI'S,01508,4332A,EURL,Travaux de menuiserie bois et pvc,2004-02-10,0,727456EF-B4E7-EB11-BACB-0022489B9951
TISO,01531,4618Z,EURL,Intermédiaires spécialisés dans le commerce d'autres produits spécifiques,2004-04-10,0,2302890C-B5E7-EB11-BACB-0022489B9951
PC CONSULTANTS,01534,7022Z,SARL,,2004-04-19,0,0003890C-B5E7-EB11-BACB-0022489B9951
ROCHER,01536,7022Z,IND,,2004-04-26,0,4B398D12-B5E7-EB11-BACB-0022489B9951
NAMA FRANCE,01538,556t,SARL,,2004-05-07,0,90AA8C18-B5E7-EB11-BACB-0022489B9951
BERRY,01539,6820B,SCI,,2004-05-04,0,AEAA8C18-B5E7-EB11-BACB-0022489B9951
LERIVEREND,01547,8621Z,IND,Activité des médecins généralistes,2004-01-29,1,B708981E-B5E7-EB11-BACB-0022489B9951
ARTI-PRO,01552,452A,EURL,,,0,59B6B124-B5E7-EB11-BACB-0022489B9951
MINA DECOR,01553,4334Z,SARL,,2004-06-21,0,92B6B124-B5E7-EB11-BACB-0022489B9951
A.B.P,01560,9602A,EURL,Coiffure,2004-07-08,0,E35AF330-B5E7-EB11-BACB-0022489B9951
BURGAL,01567,6810Z,SARL,,2004-08-09,0,645BF330-B5E7-EB11-BACB-0022489B9951
DAPACOU,01568,4120A,SARL,,2004-08-09,0,7AA5EB36-B5E7-EB11-BACB-0022489B9951
SARL LA PANETIERE,01572,1071C,SARL,,2004-08-09,0,2803163D-B5E7-EB11-BACB-0022489B9951
DE LA PANETIERE,01573,6820b,SCI,,2004-08-09,0,A9844743-B5E7-EB11-BACB-0022489B9951
VANDEGES,01604,5621Z,SARL,,2004-11-18,0,E2F75E61-B5E7-EB11-BACB-0022489B9951
ADN PRODUCTIONS VIDEO,01605,5911B,EURL,,2004-11-23,0,C7A55967-B5E7-EB11-BACB-0022489B9951
GREGOIRE ,01610,,IND,,2004-12-07,0,CADE5D6D-B5E7-EB11-BACB-0022489B9951
PORT KAYAK,01646,5530Z,SARL,,2005-03-30,0,5697D691-B5E7-EB11-BACB-0022489B9951
LA DOUCEUR DES ARCADES,01661,5610A,SARL,Restauration traditionnelle,2005-03-23,0,924953A4-B5E7-EB11-BACB-0022489B9951
BEQUET DANIEL ,01669,4399C,SARL,,2005-05-16,0,BA4953A4-B5E7-EB11-BACB-0022489B9951
ORTHESIA,01670,4774Z,SARL,Commerce de détail d'articles médicaux et orthopédiques,2005-04-18,3,CC88B4AA-B5E7-EB11-BACB-0022489B9951
LE PETIT ANJOU,01674,5610A,EURL,,,0,8089B4AA-B5E7-EB11-BACB-0022489B9951
SCI JB,01687,6820A,SCI,Location de logements,2005-01-18,0,83BED6B6-B5E7-EB11-BACB-0022489B9951
CODI OUEST,01707,6202A,EURL,,2005-02-03,0,1EEEA7CC-B5E7-EB11-BACB-0022489B9951
ARMA IMMOBILIER,01727,6820B,SCI,Location de terrains et d'autres biens immobiliers,2011-10-31,0,C3B3C4E4-B5E7-EB11-BACB-0022489B9951
CHB,01731,6630Z,SCP,Gestion de fonds,2005-05-11,0,89B4C4E4-B5E7-EB11-BACB-0022489B9951
VIRRION,01746,4619B,DIV,Autres intermédiaires du commerce en produits divers,2005-03-29,0,42A33CF7-B5E7-EB11-BACB-0022489B9951
DACA,01748,6831Z,SARL,Agences immobilières,2005-05-17,1,AFA33CF7-B5E7-EB11-BACB-0022489B9951
D.D.L.T.,01764,7022Z,SCI,,2005-07-21,0,9A2B0F0A-B6E7-EB11-BACB-0022489B9951
CMD CONSEIL,01767,6622Z,SARL,,2005-05-03,0,DCA30E10-B6E7-EB11-BACB-0022489B9951
MILACAPI,01769,6820B,SCI,,2005-04-27,0,7A502816-B6E7-EB11-BACB-0022489B9951
CYPRUS,01778,702C,SCI,,,0,A999201C-B6E7-EB11-BACB-0022489B9951
MOULIN MARCILLE,01800,6820B,SCI,Location de terrains et d'autres biens immobiliers,2005-06-10,0,80861628-B6E7-EB11-BACB-0022489B9951
CARROSSERIE DAVID ANDRE,01804,4520A,SARL,,2006-03-06,0,ACD30E2E-B6E7-EB11-BACB-0022489B9951
JUBILOG TECHNOLOGIE ,01810,453A,EURL,,,0,5CBC1034-B6E7-EB11-BACB-0022489B9951
LEDUC M.G.I.,01811,3320b,SARL,,2005-10-28,0,7905093A-B6E7-EB11-BACB-0022489B9951
CLAVREUIL,01823,7111Z,IND,,2005-07-19,0,35B30C46-B6E7-EB11-BACB-0022489B9951
DOFE GAPAILLARD,01828,6820B,SCI,Location de terrains et d'autres biens immobiliers,2011-01-17,0,00B31C52-B6E7-EB11-BACB-0022489B9951
TISON,01837,1071C,IND,,2005-08-23,0,8D242460-B6E7-EB11-BACB-0022489B9951
LAIUS,01838,7022Z,EURL,,,0,BB242460-B6E7-EB11-BACB-0022489B9951
ROBINEAU ,01843,526D,IND,,,0,3656E16D-B6E7-EB11-BACB-0022489B9951
CLAREY,01844,,SARL,,,0,86249D74-B6E7-EB11-BACB-0022489B9951
GASTINEAU LAURENT,01849,4334Z,IND,PEINTRE                                                                                             ,2005-09-26,0,76BDA37A-B6E7-EB11-BACB-0022489B9951
ADEC,01853,741G,EURL,,,0,FA779B86-B6E7-EB11-BACB-0022489B9951
DE LA LANDE,01854,6820B,SCI,,2005-09-26,0,AB24968C-B6E7-EB11-BACB-0022489B9951
ALTERNATIVE BOIS CONSEIL,01855,4120A,SARL,,2005-11-18,0,74969592-B6E7-EB11-BACB-0022489B9951
ANJOU FERRONNERIE,01857,2572z,SARL,,,0,D9969592-B6E7-EB11-BACB-0022489B9951
ID PATRIMOINE CONSEIL,01861,7022Z,SARL,,2005-11-14,0,2AC7E09E-B6E7-EB11-BACB-0022489B9951
DUGUE ,01863,,DIV,,2005-10-17,0,67C7E09E-B6E7-EB11-BACB-0022489B9951
BIREME INDUSTRIES ,01864,4669A,SARL,,2005-11-01,0,4739E0A4-B6E7-EB11-BACB-0022489B9951
KIDJY COIF' ,01869,930D,EURL,,,0,6C39E0A4-B6E7-EB11-BACB-0022489B9951
O SPECTACLES,01873,9001Z,SAS,Arts du spectacle vivant,2006-01-19,0,1791D8AA-B6E7-EB11-BACB-0022489B9951
TOURING ,01874,6420Z,EURL,Activités des sociétés holding,2006-01-19,0,B7067FB1-B6E7-EB11-BACB-0022489B9951
VALIERGUE ,01876,553A,IND,,,0,14D99FB7-B6E7-EB11-BACB-0022489B9951
SOUCHU,01880,8559B,IND,Autres enseignements,2006-01-16,0,BE2398BD-B6E7-EB11-BACB-0022489B9951
SCI TOUIN,01884,,SCI,,,0,A86E90C3-B6E7-EB11-BACB-0022489B9951
HE2P ,01889,4321A,SARL,,2006-02-28,0,38D9D6CF-B6E7-EB11-BACB-0022489B9951
AO CONSEIL,01896,7022Z,SARL,,2006-01-19,0,2DF8EFDB-B6E7-EB11-BACB-0022489B9951
J'N J PROD,01897,,SARL,,,0,130AEDE1-B6E7-EB11-BACB-0022489B9951
MR MAISON,01900,4339Z,EURL,,2008-11-19,0,DCC703EE-B6E7-EB11-BACB-0022489B9951
INSTITUT DE PEDAGOGIE ET DE,01901,8559A,EURL,Formation continue d'adultes,2005-12-05,0,73C803EE-B6E7-EB11-BACB-0022489B9951
LEBLED ,01903,,IND,,,0,B1352BFA-B6E7-EB11-BACB-0022489B9951
IDTOP3,01907,741G,EURL,,,0,48E52500-B7E7-EB11-BACB-0022489B9951
SELARL DU DOCTEUR BROCHARD,01911,8621Z,SELARL,,2005-12-16,0,D2E9FB06-B7E7-EB11-BACB-0022489B9951
THIERRY,01913,4618Z,IND,,2009-10-20,0,1DEAFB06-B7E7-EB11-BACB-0022489B9951
KBM SCI,01916,6820B,SCI,,2005-12-07,0,9C1E0913-B7E7-EB11-BACB-0022489B9951
KHALED FAOUZI ,01918,,IND,,,0,37680119-B7E7-EB11-BACB-0022489B9951
SELARL LARGET-PIET,01922,,SELARL,,,0,50591C2B-B7E7-EB11-BACB-0022489B9951
BATIOUEST,01923,,SARL,,,0,EE591C2B-B7E7-EB11-BACB-0022489B9951
COMPAGNIE DES CONSEILS ASSOCIES,01924,,SARL,,,0,D9CC1B31-B7E7-EB11-BACB-0022489B9951
SUPER,01926,5610A,SARL,,2007-06-20,0,F8CC1B31-B7E7-EB11-BACB-0022489B9951
B2R2,01927,4634Z,EURL,,2006-01-20,0,E6791637-B7E7-EB11-BACB-0022489B9951
AGELEC,01929,4321A,SARL,,2006-02-08,0,6814413D-B7E7-EB11-BACB-0022489B9951
JAMIN,01930,,SARL,,,0,AF14413D-B7E7-EB11-BACB-0022489B9951
PROTHEA,01932,6420Z,SARL,,2006-01-02,0,F23E3E43-B7E7-EB11-BACB-0022489B9951
CHOLET PROBAT,01938,4334Z,SARL,,2006-01-03,0,C1F8054A-B7E7-EB11-BACB-0022489B9951
KEPHIRIS,01940,,EURL,,,0,FCE01A50-B7E7-EB11-BACB-0022489B9951
DEGRIP' ,01942,5911C,SARL,Production de films pour le cinéma,2006-04-21,0,313D1F56-B7E7-EB11-BACB-0022489B9951
GRAND ,01943,4332A,IND,,2006-01-17,0,688A2F5C-B7E7-EB11-BACB-0022489B9951
CHIRON ,01952,7022Z,IND,,,0,5ED13068-B7E7-EB11-BACB-0022489B9951
BEQUET DANIEL LOUEUR DE FONDS ,01953,6820B,IND,,2006-01-12,0,3AA5326E-B7E7-EB11-BACB-0022489B9951
COTE TRAVAUX,01955,7112B,EURL,,2006-03-20,0,88A5326E-B7E7-EB11-BACB-0022489B9951
COMPAGNIE OUISTITI,01956,927C,SARL,,,0,2B153274-B7E7-EB11-BACB-0022489B9951
THOUARCE OPTIQUE,01962,524T,SARL,,,0,50A26E7B-B7E7-EB11-BACB-0022489B9951
LA MADELEINE,01967,702A,SCI,,,0,3874AE81-B7E7-EB11-BACB-0022489B9951
PLOVI,01970,1013B,SARL,,,0,F8E6B987-B7E7-EB11-BACB-0022489B9951
KOUDITEY ,01971,747Z,IND,,,0,25ECD98E-B7E7-EB11-BACB-0022489B9951
RICHARD DUFLOT ,01977,4779Z,EURL,,2006-02-21,0,A6ECD98E-B7E7-EB11-BACB-0022489B9951
GIDIS,01982,6420Z,SARL,Activités des sociétés holding,2006-10-24,0,885B019B-B7E7-EB11-BACB-0022489B9951
HEDUIT,01985,,DIV,,,0,82540AA1-B7E7-EB11-BACB-0022489B9951
ESKIZ,01986,524Z,EURL,,,0,369F02A7-B7E7-EB11-BACB-0022489B9951
FRONTEAU DAMIEN,01988,1071C,IND,,2006-04-24,0,AEAEFFAC-B7E7-EB11-BACB-0022489B9951
MANOE,01991,6820B,SCI,,2006-02-08,0,C2E503B3-B7E7-EB11-BACB-0022489B9951
BESNAULT SERGE ,01993,,IND,,,0,6D1A27B9-B7E7-EB11-BACB-0022489B9951
GONSARD ,01995,4333Z,EIRL,Travaux de revêtement des sols et des murs,2006-07-07,0,3118D6C0-B7E7-EB11-BACB-0022489B9951
ANJOU GOURMAND,01998,5610C,SARL,,2006-03-14,0,EC8713C7-B7E7-EB11-BACB-0022489B9951
CASSE AUTO BAYARD ,02000,,IND,,,0,C49710CD-B7E7-EB11-BACB-0022489B9951
HARPIN BRUNO ,02002,4332A,IND,,2006-09-20,0,78CE14D3-B7E7-EB11-BACB-0022489B9951
BARREAU,02004,4391B,IND,,,0,FED654D9-B7E7-EB11-BACB-0022489B9951
BARRAUD ,02005,,IND,,,0,AFF4FFDF-B7E7-EB11-BACB-0022489B9951
SO.LA.RETZ,02011,6820B,SCI,,,0,BCBC00F2-B7E7-EB11-BACB-0022489B9951
GUIBERT ,02014,,EURL,,,0,6A2C00F8-B7E7-EB11-BACB-0022489B9951
GUIBERT (PÈRE) ,02015,,IND,,,0,EA2F14FF-B7E7-EB11-BACB-0022489B9951
BAUNIER PIERRE LUC ,02016,,SARL,,,0,033014FF-B7E7-EB11-BACB-0022489B9951
GARAGE CARROSSERIE DEMAY,02019,,SARL,,,0,662D1D05-B8E7-EB11-BACB-0022489B9951
SOFIAGRI,02023,6420Z,SAS,Activités des sociétés holding,2010-03-24,0,D0F01F12-B8E7-EB11-BACB-0022489B9951
ESNAULT TONY,02027,4520A,SARL,,,0,6B005B18-B8E7-EB11-BACB-0022489B9951
SAINT MARTIN,02028,,SCI,,2006-03-06,0,88005B18-B8E7-EB11-BACB-0022489B9951
LCDP IMMOBILIER,02030,6619A,SARL,,2006-03-06,0,A233BC1E-B8E7-EB11-BACB-0022489B9951
LEROYER KARINE,02031,5610A,IND,Restauration traditionnelle,2006-04-06,1,BB33BC1E-B8E7-EB11-BACB-0022489B9951
LTRC LOCATION TRANSPORT ,02034,4941B,SARL,,2006-03-24,0,2AA4BB24-B8E7-EB11-BACB-0022489B9951
NOEL,02038,1071C,IND,,2006-03-30,0,AD84F830-B8E7-EB11-BACB-0022489B9951
3 D GRAPH',02042,742A,EURL,,,0,9DCFF036-B8E7-EB11-BACB-0022489B9951
IMMOTIME BEAUFORT,02048,,SARL,,,0,CAE1ED3C-B8E7-EB11-BACB-0022489B9951
SUPERETTE DE SAINT LAURENT,02054,,SARL,,,0,D3C3EC48-B8E7-EB11-BACB-0022489B9951
SCTJC,02062,702C,SCI,,,0,38EF5F5B-B8E7-EB11-BACB-0022489B9951
ENTREPRISE BOUHIER PERE ET FILS,02066,4312A,SARL,,2006-06-12,0,1F9F5A61-B8E7-EB11-BACB-0022489B9951
LE LEGEND,02069,,EURL,,,0,28EA5267-B8E7-EB11-BACB-0022489B9951
DU PLESSIS,02070,6820B,SCI,,2007-09-20,0,4484596D-B8E7-EB11-BACB-0022489B9951
CARDO MERCATI ,02072,4619B,SARL,,2006-04-10,0,47575B73-B8E7-EB11-BACB-0022489B9951
NGUYEN ,02076,524C,IND,,,0,BCBE527A-B8E7-EB11-BACB-0022489B9951
TESSALIM,02077,4711B,EURL,,2006-10-26,0,D9BE527A-B8E7-EB11-BACB-0022489B9951
ART & NATURE ENTRETIEN,02086,9609Z,EURL,Autres services personnels n.c.a.,2006-04-25,5,2206769B-B8E7-EB11-BACB-0022489B9951
MANCEAU ,02087,,IND,,,0,4C06769B-B8E7-EB11-BACB-0022489B9951
LA BOTELLERIE,02090,1812Z,SARL,,2008-11-25,0,871F5AA5-B8E7-EB11-BACB-0022489B9951
MATAVICOL INDUSTRIE,02096,4661Z,SARL,,2008-07-15,0,4F654DB1-B8E7-EB11-BACB-0022489B9951
CESBRON TONY ,02099,8010Z,IND,,2006-07-18,0,1CD66BB7-B8E7-EB11-BACB-0022489B9951
L'AUROR,02100,3212Z,EURL,,2006-06-15,0,EB7172BD-B8E7-EB11-BACB-0022489B9951
LOUISE ET MARGAUX,02102,4778C,SARL,,2006-04-26,0,3F7272BD-B8E7-EB11-BACB-0022489B9951
INDIVISION SAMOYEAU-GESLIN,02103,6820B,SDF,,2006-04-27,0,4ABA89C3-B8E7-EB11-BACB-0022489B9951
METAYER JEAN YVES ,02104,,IND,,,0,0A78D5C9-B8E7-EB11-BACB-0022489B9951
RICHARD ERIC ,02105,,IND,,,0,4B78D5C9-B8E7-EB11-BACB-0022489B9951
CONCEPT IMPORT AGRI ENERGIE,02106,4661Z,SARL,,2006-06-06,0,3CB1D9CF-B8E7-EB11-BACB-0022489B9951
MARGAS CLAUDE,02110,IRPP,IND,,2006-05-17,0,D6F037DC-B8E7-EB11-BACB-0022489B9951
PAYS ANJOU INITIATIVE,02114,,ASS,,2006-05-29,0,190FA5E2-B8E7-EB11-BACB-0022489B9951
SAINT MARTIN HERMANT ,02115,8690E,IND,,2006-10-26,0,F24202EB-B8E7-EB11-BACB-0022489B9951
LA SOURCE ,02117,012G,SARL,,2007-01-02,0,0D4302EB-B8E7-EB11-BACB-0022489B9951
HARDOU ,02118,1071C,SARL,,2006-05-29,0,413F49F1-B8E7-EB11-BACB-0022489B9951
LE MANS MOTOS,02121,504Z,SARL,,,0,8FB167F7-B8E7-EB11-BACB-0022489B9951
ROCHAIS STEPHANE,02126,,IND,,,0,ADB167F7-B8E7-EB11-BACB-0022489B9951
COLINEAU ,02128,553A,IND,,,0,2CB60804-B9E7-EB11-BACB-0022489B9951
CLAUDEL YOHANN,02129,,EURL,,,0,78B60804-B9E7-EB11-BACB-0022489B9951
GONSARD SANDWICHERIE ,02132,,IND,,,0,50E81510-B9E7-EB11-BACB-0022489B9951
SOCIETE FREULON,02133,9602A,EURL,,,0,86E81510-B9E7-EB11-BACB-0022489B9951
SALON PATRICIA COUTURES ,02142,,IND,,,0,D605211C-B9E7-EB11-BACB-0022489B9951
SALON PATRICIA ANGERS ,02143,,IND,,,0,6A141E22-B9E7-EB11-BACB-0022489B9951
GEOMEL,02145,,SA,,,0,A4141E22-B9E7-EB11-BACB-0022489B9951
JCN COMMUNICATION,02146,7311Z,EURL,Activités des agences de publicité,2006-06-20,0,4D253A28-B9E7-EB11-BACB-0022489B9951
BERTHO,02148,5630Z,IND,,2006-06-29,0,99253A28-B9E7-EB11-BACB-0022489B9951
SOCIETE NOUVELLE SIDEM,02152,9522Z,SARL,,2006-06-20,0,D5AD392E-B9E7-EB11-BACB-0022489B9951
FORUM AUTO VARADAIS,02161,4519Z,SAS,,2007-10-01,0,475E8440-B9E7-EB11-BACB-0022489B9951
LECOMTE ANTHONY,02162,,EURL,,,0,64F5A946-B9E7-EB11-BACB-0022489B9951
MOREAU ROMAIN,02163,,SARL,,,0,90F5A946-B9E7-EB11-BACB-0022489B9951
RÉGIE DE QUARTIER DE SAUMUR,02164,,ASS,,,0,0B68A94C-B9E7-EB11-BACB-0022489B9951
CCG IMMO,02171,6820B,SCI,Location de terrains et d'autres biens immobiliers,2006-08-01,0,398EC15A-B9E7-EB11-BACB-0022489B9951
BOSSUET,02173,4322A,IND,,2006-09-12,0,8B8EC15A-B9E7-EB11-BACB-0022489B9951
2LTM,02174,702c,SCI,,,0,42C7C560-B9E7-EB11-BACB-0022489B9951
VERGER MENUISERIES,02177,4321A,SARL,Travaux d'installation électrique dans tous locaux,2006-11-13,0,FF0FBE66-B9E7-EB11-BACB-0022489B9951
MALABEUX,02178,6820B,SCI,Location de terrains et d'autres biens immobiliers,2006-10-11,0,AD1FBB6C-B9E7-EB11-BACB-0022489B9951
NOURI ,02185,5630Z,IND,,2007-01-04,0,E81FBB6C-B9E7-EB11-BACB-0022489B9951
BAUGE AUTOCONTROLE,02192,7120A,SARL,,2007-02-10,0,0DF1C578-B9E7-EB11-BACB-0022489B9951
BREDY ADRIEN,02193,4391B,SARL,,2006-08-31,0,51F1C578-B9E7-EB11-BACB-0022489B9951
PEDRONO,02195,,SARL,,,0,A910F57E-B9E7-EB11-BACB-0022489B9951
ILP-PRO ,02203,4334Z,EURL,,2007-02-14,0,67B0238B-B9E7-EB11-BACB-0022489B9951
JEUNE FRANCE OMNISPORT,02207,,ASS,,,0,58AA4B91-B9E7-EB11-BACB-0022489B9951
SCOOT PRO,02215,,SARL,,,0,E8E77DA9-B9E7-EB11-BACB-0022489B9951
DAVID ANDRE,02220,6820B,SCI,,2006-10-11,0,37E87DA9-B9E7-EB11-BACB-0022489B9951
MALABRY,02221,4520A,SARL,Entretien et réparation de véhicules automobiles légers,2006-11-07,0,A2F57AAF-B9E7-EB11-BACB-0022489B9951
ADEME ,02222,7410Z,DIV,,,0,F5B788B5-B9E7-EB11-BACB-0022489B9951
DABURON ,02223,4520A,IND,,2006-11-17,0,A2B888B5-B9E7-EB11-BACB-0022489B9951
C2MO ,02224,,IND,,,0,C70081BB-B9E7-EB11-BACB-0022489B9951
SCI THOUENON-RICHARDIN,02226,702C,SCI,,,0,3D107EC1-B9E7-EB11-BACB-0022489B9951
C.F.C,02231,6820B,SCI,,2006-10-17,0,63107EC1-B9E7-EB11-BACB-0022489B9951
SARL SCIERIE TERNIL,02232,,SARL,,,0,72BF78C7-B9E7-EB11-BACB-0022489B9951
J.C.S.,02233,741J,SARL,,,0,82BF78C7-B9E7-EB11-BACB-0022489B9951
ROUAINAI DANIELLE ,02237,4789z,IND,,2007-02-01,0,301E7DCD-B9E7-EB11-BACB-0022489B9951
MALABEUX ,02238,0240Z,SARL,Services de soutien à l'exploitation forestière,2007-10-17,0,D1CB77D3-B9E7-EB11-BACB-0022489B9951
SOLUTIONS CENTER INFORMATIQUE,02240,725Z,SARL,,,0,34CC77D3-B9E7-EB11-BACB-0022489B9951
DAVID AUTO,02241,4511Z,EURL,,2006-12-04,0,A5F17ED9-B9E7-EB11-BACB-0022489B9951
CHATEAU DE L'ASSAY,02243,0121,SCEA,,,0,7A017CDF-B9E7-EB11-BACB-0022489B9951
CARROSSERIE DOUET ,02245,,SARL,,,0,1B4E74E5-B9E7-EB11-BACB-0022489B9951
GARAGE TAILLARD,02246,501Z,SARL,,,0,758278EB-B9E7-EB11-BACB-0022489B9951
LEVACHER ,02250,511L,IND,,,0,B3F477F1-B9E7-EB11-BACB-0022489B9951
BRICARD XAVIER ,02255,511T,IND,,,0,828968FD-B9E7-EB11-BACB-0022489B9951
SOCIETE ANGEVINE DE FOURNITURES,02256,4669B,SARL,,2007-01-11,0,FFFD6703-BAE7-EB11-BACB-0022489B9951
MOREA,02260,6820B,SCI,Location de terrains et d'autres biens immobiliers,2006-10-24,0,ABCD000C-BAE7-EB11-BACB-0022489B9951
PROTEGARD FRANCE,02263,746Z,EURL,,,0,9E3A7C12-BAE7-EB11-BACB-0022489B9951
SCI CROEGAERT,02264,,SCI,,,0,266F8018-BAE7-EB11-BACB-0022489B9951
DAVAL,02266,6820B,SCI,,2006-10-31,0,F645821E-BAE7-EB11-BACB-0022489B9951
PIANKA MACONNERIE,02271,4399C,EURL,,2007-01-10,0,E29FAC24-BAE7-EB11-BACB-0022489B9951
DUPUIS FRANK ,02272,8010Z,IND,,,0,FC9FAC24-BAE7-EB11-BACB-0022489B9951
2ADS,02273,,EURL,,,0,87A9442B-BAE7-EB11-BACB-0022489B9951
MEDIAPUB,02274,,EURL,,,0,9AA9442B-BAE7-EB11-BACB-0022489B9951
BILLOT ,02278,,IND,,,0,C75E0433-BAE7-EB11-BACB-0022489B9951
CREAFLEURS ,02279,,IND,,,0,F67F3339-BAE7-EB11-BACB-0022489B9951
SENIOR BUS,02280,,SARL,,,0,21803339-BAE7-EB11-BACB-0022489B9951
FLEUR DE PEAU,02281,9602B,SARL,,2006-12-19,0,949E303F-BAE7-EB11-BACB-0022489B9951
BODY LAURENT,02287,,EURL,,,0,1A5C284B-BAE7-EB11-BACB-0022489B9951
JOSSE,02290,4391B,EURL,Travaux de couverture par éléments,2007-02-01,0,FC463651-BAE7-EB11-BACB-0022489B9951
SCI DU CHATEAU DE L'ASSAY,02296,6820A,SCI,,2007-04-17,0,46FC8A5D-BAE7-EB11-BACB-0022489B9951
ATELIER DAMAMME,02297,9524Z,EURL,,2007-03-15,0,7E4E8363-BAE7-EB11-BACB-0022489B9951
ONG BA,02305,4771Z,SARL,,2007-04-12,0,25CF306A-BAE7-EB11-BACB-0022489B9951
MATIGNON ,02307,,IND,,,0,F9027370-BAE7-EB11-BACB-0022489B9951
CLASSPEOPLE,02310,4771Z,EURL,,2007-03-08,0,905ADB76-BAE7-EB11-BACB-0022489B9951
ALPHA SERVICES,02312,7729Z,SARL,,2006-12-18,0,C27EEB7C-BAE7-EB11-BACB-0022489B9951
SCI HOGDAY,02313,,SCI,,,0,F27EEB7C-BAE7-EB11-BACB-0022489B9951
OPTIQUE MALAKOFF,02314,4778A,EURL,,2007-04-02,0,70640083-BAE7-EB11-BACB-0022489B9951
PRO-RECEPTION,02318,7729Z,SARL,,2006-12-18,0,9211FB88-BAE7-EB11-BACB-0022489B9951
ALLO VAISSELLE SERVICE,02319,7729Z,EURL,,2006-12-18,0,4A5CF38E-BAE7-EB11-BACB-0022489B9951
LESOURD AUDREY ,02324,,IND,,,0,DE67F99A-BAE7-EB11-BACB-0022489B9951
LETHIELLEUX ,02325,9700Z,IND,,2006-12-21,0,429152A2-BAE7-EB11-BACB-0022489B9951
LEVER L'ENCRE,02327,4651Z,SARL,,,0,969152A2-BAE7-EB11-BACB-0022489B9951
EL CHAMAN,02330,,EURL,,,0,DBDC4AA8-BAE7-EB11-BACB-0022489B9951
ANJOU CONSTRUCTION,02332,7112B,EURL,,2007-11-28,0,69836DB4-BAE7-EB11-BACB-0022489B9951
AB IDEP,02346,,EURL,,,0,D0B6A6D2-BAE7-EB11-BACB-0022489B9951
SARL ECO.TECH,02347,,SARL,,,0,DA60C0D8-BAE7-EB11-BACB-0022489B9951
CHAUVIRE ,02352,,IND,,,0,65BAB5E4-BAE7-EB11-BACB-0022489B9951
ECMA,02354,,SARL,,,0,7FBAB5E4-BAE7-EB11-BACB-0022489B9951
ASM2,02355,,SARL,,,0,F78501EB-BAE7-EB11-BACB-0022489B9951
XB CONSULTANT SOLARFILM STORE,02357,7410Z,EURL,,2007-04-19,0,108601EB-BAE7-EB11-BACB-0022489B9951
ESSALMI OMAR ,02366,527A,IND,,2007-02-05,0,DB7C51F7-BAE7-EB11-BACB-0022489B9951
JULIENNE ,02367,4619B,IND,,2007-06-21,0,D4274CFD-BAE7-EB11-BACB-0022489B9951
SCCV RESIDENCE SAINT MARTIN,02371,4110C,SC,,2007-09-19,0,93235503-BBE7-EB11-BACB-0022489B9951
a.b.p 35 ,02384,454F,SARL,,2007-05-21,0,C53A261D-BBE7-EB11-BACB-0022489B9951
GOGANE,02388,6820B,SCI,,2007-02-05,0,033B261D-BBE7-EB11-BACB-0022489B9951
FONTAINE,02395,6820B,SCI,,2007-02-12,0,87ED152A-BBE7-EB11-BACB-0022489B9951
LAURENT ,02400,4941B,IND,,2007-06-11,0,02937636-BBE7-EB11-BACB-0022489B9951
JURET ,02403,4321A,IND,,2007-02-16,0,F9DE6E3C-BBE7-EB11-BACB-0022489B9951
PIAT,02405,554B,IND,,,0,713E7A42-BBE7-EB11-BACB-0022489B9951
LA MAISON D'INGRE,02406,702C,SCI,,,0,D33E7A42-BBE7-EB11-BACB-0022489B9951
JEAN PIERRE FONTAINE,02411,4322A,EURL,,2007-02-22,0,4C917854-BBE7-EB11-BACB-0022489B9951
